X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
"<ChAged15ByCD4Cat MV>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Females CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015918,0.0020664,0.0025368,0.0030051,0.0034608,0.0073815,0.0108843,0.0108045,0.0138075,0.0148911,0.0209874,0.0278397,0.0343035,0.0384867,0.0487998,0.0568743,0.0744954,0.0941304,0.1153152,0.1443288,0.1820028,0.2161341,0.2633274,0.3033261,0.3249183,0.3124359,0.3504186,0.368907,0.3863916,0.3863916,0.3863916,0.3863916,0.3863916,0.3863916
",Females CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033352,0.0043296,0.0053152,0.0062964,0.0072512,0.015466,0.0228052,0.022638,0.02893,0.0312004,0.0439736,0.0583308,0.071874,0.0806388,0.1022472,0.1191652,0.1560856,0.1972256,0.2416128,0.3024032,0.3813392,0.4528524,0.5517336,0.6355404,0.6807812,0.6546276,0.7342104,0.772948,0.8095824,0.8095824,0.8095824,0.8095824,0.8095824,0.8095824
",Females CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0.00337,0.0048,0.00623,0.00765,0.01325,0.02017,0.02381,0.03001,0.03464,0.04498,0.05996,0.07763,0.09427,0.11648,0.14135,0.18094,0.22987,0.29143,0.3747,0.50821,0.73745,0.99866,1.24164,1.61733,2.60046,3.31901,2.41055,2.34725,2.34725,2.34725,2.34725,2.34725,2.34725
",Females CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127,0.00217,0.00309,0.00402,0.00493,0.00854,0.01301,0.01536,0.01935,0.02233,0.029,0.03865,0.05005,0.05969,0.07372,0.08619,0.11088,0.14299,0.17856,0.22449,0.3011,0.43578,0.59373,0.73039,0.80652,0.86676,0.90491,0.86798,0.90791,0.90791,0.90791,0.90791,0.90791,0.90791
",Females CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001713333,0.00244,0.003166667,0.003886667,0.00674,0.01026,0.012113333,0.015266667,0.01762,0.022706667,0.029046667,0.036266667,0.045013333,0.05752,0.075773333,0.097813333,0.1238,0.16662,0.227333333,0.31874,0.44574,0.577266667,0.702766667,0.87256,0.96688,1.148846667,1.31704,1.511406667,1.511406667,1.511406667,1.511406667,1.511406667,1.511406667
",Females CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.000856667,0.00122,0.001583333,0.001943333,0.00337,0.00513,0.006056667,0.007633333,0.00881,0.011353333,0.014523333,0.018133333,0.022506667,0.02876,0.037886667,0.048906667,0.0619,0.08331,0.113666667,0.15937,0.22287,0.288633333,0.351383333,0.43628,0.48344,0.574423333,0.65852,0.755703333,0.755703333,0.755703333,0.755703333,0.755703333,0.755703333
",Females CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003115,0.003437,0.0098525,0.017395,0.0189105,0.02506,0.041083,0.054285,0.0698285,0.1076495,0.1561525,0.218638,0.2709175,0.3187485,0.425607,0.5097925,0.6532225,0.774809,0.9282665,0.9282665,0.9282665,0.9282665,0.9282665,0.9282665
",Females CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001869,0.0020622,0.0059115,0.010437,0.0113463,0.015036,0.0246498,0.032571,0.0418971,0.0645897,0.0936915,0.1311828,0.1625505,0.1912491,0.2553642,0.3058755,0.3919335,0.4648854,0.5569599,0.5569599,0.5569599,0.5569599,0.5569599,0.5569599
",Females CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003916,0.0043208,0.012386,0.021868,0.0237732,0.031504,0.0516472,0.068244,0.0877844,0.1353308,0.196306,0.2748592,0.340582,0.4007124,0.5350488,0.640882,0.821194,0.9740456,1.1669636,1.1669636,1.1669636,1.1669636,1.1669636,1.1669636
598,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.00078,0.0069,0.01309,0.02929,0.06331,0.13411,0.30582,0.52826,0.86699,1.36029,2.03408,2.90727,4.03635,5.3548,6.9295,8.58655,9.98777,11.09767,11.77844,12.08635,12.01721,11.83246,11.51851,10.51767,9.59803,8.84191,9.63979,7.89254,7.89254,7.89254,7.89254,7.89254,7.89254
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0.00099,0.0091,0.01723,0.03852,0.08319,0.17624,0.40322,0.69639,1.14298,1.79356,2.68213,3.83341,5.32259,7.06059,9.13807,11.32469,13.16851,12.89683,11.75568,11.01902,9.96933,9.237,9.91569,10.05094,9.59423,9.26976,10.49293,8.46319,8.46319,8.46319,8.46319,8.46319,8.46319
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.00072,0.00688,0.01298,0.029026667,0.062626667,0.1327,0.304553333,0.52592,0.863206667,1.354673333,2.025886667,2.89534,3.80344,4.86776,5.4722,6.072013333,6.099966667,6.620666667,6.59752,6.033206667,5.271526667,4.731926667,4.90398,5.013706667,4.82726,4.81792,5.65022,4.9475,4.9475,4.9475,4.9475,4.9475,4.9475
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007,0.00036,0.00344,0.00649,0.014513333,0.031313333,0.06635,0.152276667,0.26296,0.431603333,0.677336667,1.012943333,1.44767,1.90172,2.43388,2.7361,3.036006667,3.049983333,3.310333333,3.29876,3.016603333,2.635763333,2.365963333,2.45199,2.506853333,2.41363,2.40896,2.82511,2.47375,2.47375,2.47375,2.47375,2.47375,2.47375
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037135,0.0065485,0.01484,0.0315805,0.066318,0.1645875,0.282562,0.457261,0.6808165,0.9020935,1.2060685,1.5847615,2.1524125,2.437365,2.604378,2.393909,2.376906,2.236416,1.862945,1.499414,1.3247955,1.344364,1.320193,1.1941265,1.215648,1.5196825,1.5306375,1.5306375,1.5306375,1.5306375,1.5306375,1.5306375
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022281,0.0039291,0.008904,0.0189483,0.0397908,0.0987525,0.1695372,0.2743566,0.4084899,0.5412561,0.7236411,0.9508569,1.2914475,1.462419,1.5626268,1.4363454,1.4261436,1.3418496,1.117767,0.8996484,0.7948773,0.8066184,0.7921158,0.7164759,0.7293888,0.9118095,0.9183825,0.9183825,0.9183825,0.9183825,0.9183825,0.9183825
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046684,0.0082324,0.018656,0.0397012,0.0833712,0.20691,0.3552208,0.5748424,0.8558836,1.1340604,1.5162004,1.9922716,2.70589,3.064116,3.2740752,3.0094856,2.9881104,2.8114944,2.341988,1.8849776,1.6654572,1.6900576,1.6596712,1.5011876,1.5282432,1.910458,1.92423,1.92423,1.92423,1.92423,1.92423,1.92423
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179,0.00392,0.0091,0.01979,0.04204,0.10105,0.18881,0.32621,0.53383,0.83048,1.23209,1.76845,2.43167,3.25212,4.19213,5.14133,5.70381,6.53408,9.31929,12.16237,13.09345,13.96522,23.21997,30.988,30.51884,29.66423,32.93407,32.93407,32.93407,32.93407,32.93407,32.93407
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0.00253,0.00587,0.01276,0.0271,0.06514,0.12171,0.21029,0.34414,0.53539,0.79429,1.07856,1.4313,1.66348,1.9211,2.04346,4.1214,7.28822,10.72671,14.31759,16.80974,18.18817,17.95369,17.61057,16.00308,17.69082,15.10142,15.10142,15.10142,15.10142,15.10142,15.10142
",Males CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000913333,0.002,0.004626667,0.010066667,0.021386667,0.051253333,0.094926667,0.161053333,0.24886,0.34264,0.477673333,0.86626,1.43944,2.77536,4.29702,6.450246667,8.281346667,9.77672,11.14370667,11.65432,11.70336,10.89885333,9.58146,8.481853333,7.216093333,6.78278,6.210413333,6.210413333,6.210413333,6.210413333,6.210413333,6.210413333
",Males CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456667,0.001,0.002313333,0.005033333,0.010693333,0.025626667,0.047463333,0.080526667,0.12443,0.17132,0.238836667,0.43313,0.71972,1.38768,2.14851,3.225123333,4.140673333,4.88836,5.571853333,5.82716,5.85168,5.449426667,4.79073,4.240926667,3.608046667,3.39139,3.105206667,3.105206667,3.105206667,3.105206667,3.105206667,3.105206667
",Males CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006055,0.004571,0.0220815,0.1142645,0.4331075,0.915145,1.5819125,2.0211135,3.2450005,4.9784595,7.0924595,8.358553,8.951712,8.8120935,8.122947,7.527233,6.895539,6.249306,5.885194,5.428549,5.087474,4.5563105,4.5563105,4.5563105,4.5563105,4.5563105,4.5563105
",Males CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003633,0.0027426,0.0132489,0.0685587,0.2598645,0.549087,0.9491475,1.2126681,1.9470003,2.9870757,4.2554757,5.0151318,5.3710272,5.2872561,4.8737682,4.5163398,4.1373234,3.7495836,3.5311164,3.2571294,3.0524844,2.7337863,2.7337863,2.7337863,2.7337863,2.7337863,2.7337863
",Males CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007612,0.0057464,0.0277596,0.1436468,0.544478,1.150468,1.98869,2.5408284,4.0794292,6.2586348,8.9162348,10.5078952,11.2535808,11.0780604,10.2117048,9.4628072,8.6686776,7.8562704,7.3985296,6.8244616,6.3956816,5.7279332,5.7279332,5.7279332,5.7279332,5.7279332,5.7279332
",Females CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.00073,0.0065,0.01236,0.02762,0.05966,0.12631,0.28772,0.49658,0.81449,1.27715,1.90887,2.72727,3.78519,5.02047,6.4953,8.04639,9.35685,10.39337,11.0276,11.31289,11.24633,11.07221,10.77776,9.84275,8.98318,8.27421,9.01702,7.38052,7.38052,7.38052,7.38052,7.38052,7.38052
",Females CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.00093,0.00859,0.01626,0.0363,0.0784,0.16597,0.37928,0.6546,1.07369,1.68383,2.51684,3.59579,4.99106,6.61931,8.56493,10.6116,12.33597,12.07769,11.00571,10.31341,9.32945,8.64322,9.27772,9.40568,8.97933,8.67429,9.81473,7.91388,7.91388,7.91388,7.91388,7.91388,7.91388
",Females CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0.00068,0.006486667,0.01224,0.027353333,0.059013333,0.124966667,0.286453333,0.494326667,0.810813333,1.27172,1.9009,2.715686667,3.566306667,4.56326,5.128713333,5.68938,5.714046667,6.199906667,6.17638,5.646666667,4.93302,4.427593333,4.588306667,4.691673333,4.517726667,4.508273333,5.284873333,4.62626,4.62626,4.62626,4.62626,4.62626,4.62626
",Females CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0.00034,0.003243333,0.00612,0.013676667,0.029506667,0.062483333,0.143226667,0.247163333,0.405406667,0.63586,0.95045,1.357843333,1.783153333,2.28163,2.564356667,2.84469,2.857023333,3.099953333,3.08819,2.823333333,2.46651,2.213796667,2.294153333,2.345836667,2.258863333,2.254136667,2.642436667,2.31313,2.31313,2.31313,2.31313,2.31313,2.31313
",Females CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034895,0.006153,0.013944,0.029659,0.0622405,0.1543745,0.2648625,0.428358,0.637441,0.8442595,1.1283615,1.4822605,2.0128185,2.2788955,2.434607,2.2373295,2.2208235,2.0889505,1.739668,1.3999195,1.23669,1.254778,1.2320385,1.114211,1.1341085,1.4175455,1.427594,1.427594,1.427594,1.427594,1.427594,1.427594
",Females CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020937,0.0036918,0.0083664,0.0177954,0.0373443,0.0926247,0.1589175,0.2570148,0.3824646,0.5065557,0.6770169,0.8893563,1.2076911,1.3673373,1.4607642,1.3423977,1.3324941,1.2533703,1.0438008,0.8399517,0.742014,0.7528668,0.7392231,0.6685266,0.6804651,0.8505273,0.8565564,0.8565564,0.8565564,0.8565564,0.8565564,0.8565564
",Females CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043868,0.0077352,0.0175296,0.0372856,0.0782452,0.1940708,0.33297,0.5385072,0.8013544,1.0613548,1.4185116,1.8634132,2.5304004,2.8648972,3.0606488,2.8126428,2.7918924,2.6261092,2.1870112,1.7598988,1.554696,1.5774352,1.5488484,1.4007224,1.4257364,1.7820572,1.7946896,1.7946896,1.7946896,1.7946896,1.7946896,1.7946896
",Females CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0.0037,0.00855,0.0186,0.03946,0.09479,0.17697,0.30559,0.49982,0.77724,1.1527,1.65407,2.27396,3.04068,3.91885,4.8052,5.33071,6.11305,8.74727,11.44692,12.33852,13.16759,21.65806,28.78583,28.45849,27.72692,30.85274,30.85274,30.85274,30.85274,30.85274,30.85274
",Females CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109,0.00238,0.00551,0.01199,0.02544,0.06111,0.11409,0.197,0.32222,0.50106,0.74311,1.0088,1.33847,1.55533,1.79586,1.90991,3.85738,6.83169,10.07512,13.46899,15.82069,17.12607,16.91631,16.60625,15.08939,16.67372,14.24157,14.24157,14.24157,14.24157,14.24157,14.24157
",Females CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0.00188,0.004346667,0.00946,0.020073333,0.048073333,0.08898,0.150873333,0.233006667,0.320673333,0.446893333,0.810913333,1.347933333,2.601026667,4.028166667,6.04836,7.767093333,9.17392,10.47340667,10.97466,11.03242667,10.28701333,9.060713333,8.038393333,6.842086667,6.432826667,5.893493333,5.893493333,5.893493333,5.893493333,5.893493333,5.893493333
",Females CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0.00094,0.002173333,0.00473,0.010036667,0.024036667,0.04449,0.075436667,0.116503333,0.160336667,0.223446667,0.405456667,0.673966667,1.300513333,2.014083333,3.02418,3.883546667,4.58696,5.236703333,5.48733,5.516213333,5.143506667,4.530356667,4.019196667,3.421043333,3.216413333,2.946746667,2.946746667,2.946746667,2.946746667,2.946746667,2.946746667
",Females CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005775,0.0043715,0.0211575,0.109774,0.416731,0.882245,1.525713,1.950004,3.128601,4.801069,6.8438475,8.074136,8.657782,8.546678,7.90713,7.3386215,6.737346,6.122123,5.782735,5.338032,5.009697,4.4915745,4.4915745,4.4915745,4.4915745,4.4915745,4.4915745
",Females CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003465,0.0026229,0.0126945,0.0658644,0.2500386,0.529347,0.9154278,1.1700024,1.8771606,2.8806414,4.1063085,4.8444816,5.1946692,5.1280068,4.744278,4.4031729,4.0424076,3.6732738,3.469641,3.2028192,3.0058182,2.6949447,2.6949447,2.6949447,2.6949447,2.6949447,2.6949447
",Females CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726,0.0054956,0.026598,0.1380016,0.5238904,1.109108,1.9180392,2.4514336,3.9330984,6.0356296,8.603694,10.1503424,10.8840688,10.7443952,9.940392,9.2256956,8.4698064,7.6963832,7.269724,6.7106688,6.2979048,5.6465508,5.6465508,5.6465508,5.6465508,5.6465508,5.6465508
140,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.0019,0.02292,0.02237,0.03661,0.06016,0.11402,0.21688,0.37482,0.64531,1.12029,2.40297,4.91843,10.84917,21.87631,35.49313,45.61606,52.16128,56.28592,60.14267,63.09422,65.34403,66.90631,68.03986,67.32241,67.16795,65.99458,64.7338,63.37672,60.83013,56.16628,50.89105,44.20488,38.52142,31.91848,25.63364,20.19421,13.32627,13.32627,13.32627,13.32627,13.32627,13.32627
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0.00244,0.03045,0.02959,0.04839,0.07946,0.15066,0.28682,0.49562,0.85286,1.47863,3.1736,6.49283,14.34072,28.96443,47.02652,60.40996,69.01965,74.4104,79.4651,83.33087,86.27867,88.2022,89.5087,88.42136,88.13382,84.3628,79.5539,77.73879,74.62413,69.54683,63.26715,55.09651,48.47458,41.17394,33.42904,26.57579,17.67904,17.67904,17.67904,17.67904,17.67904,17.67904
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306667,0.0018,0.023173333,0.02242,0.036646667,0.060113333,0.114033333,0.217266667,0.375433333,0.645693333,1.11808,2.4012,4.910653333,10.85974667,21.96703333,35.68692,45.81946667,52.30428667,56.33737333,60.12832667,63.02419333,65.23206,65.49184,65.92729333,64.93514,64.21727333,61.78981333,58.40212,56.88672667,54.15116667,50.08636,45.16575333,39.11330667,34.56445333,29.81478667,24.5809,19.83659333,13.40581333,13.40581333,13.40581333,13.40581333,13.40581333,13.40581333
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153333,0.0009,0.011586667,0.01121,0.018323333,0.030056667,0.057016667,0.108633333,0.187716667,0.322846667,0.55904,1.2006,2.455326667,5.429873333,10.98351667,17.84346,22.90973333,26.15214333,28.16868667,30.06416333,31.51209667,32.61603,32.74592,32.96364667,32.46757,32.10863667,30.89490667,29.20106,28.44336333,27.07558333,25.04318,22.58287667,19.55665333,17.28222667,14.90739333,12.29045,9.918296667,6.702906667,6.702906667,6.702906667,6.702906667,6.702906667,6.702906667
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145705,0.012824,0.0209265,0.03346,0.063903,0.124124,0.2146515,0.366506,0.6108515,1.329937,2.6610745,5.96106,12.3358655,20.1478445,25.53509,28.7009555,30.860081,33.381425,34.430298,34.9049855,35.423388,35.906724,35.4440695,35.0998375,33.6650125,32.205208,31.503745,29.926904,27.592292,24.8904635,21.5411175,18.424322,15.9512045,13.3936915,11.007332,7.883092,7.883092,7.883092,7.883092,7.883092,7.883092
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087423,0.0076944,0.0125559,0.020076,0.0383418,0.0744744,0.1287909,0.2199036,0.3665109,0.7979622,1.5966447,3.576636,7.4015193,12.0887067,15.321054,17.2205733,18.5160486,20.028855,20.6581788,20.9429913,21.2540328,21.5440344,21.2664417,21.0599025,20.1990075,19.3231248,18.902247,17.9561424,16.5553752,14.9342781,12.9246705,11.0545932,9.5707227,8.0362149,6.6043992,4.7298552,4.7298552,4.7298552,4.7298552,4.7298552,4.7298552
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183172,0.0161216,0.0263076,0.042064,0.0803352,0.1560416,0.2698476,0.4607504,0.7679276,1.6719208,3.3453508,7.493904,15.5079452,25.3287188,32.101256,36.0812012,38.7955304,41.96522,43.2838032,43.8805532,44.5322592,45.1398816,44.5582588,44.12551,42.32173,40.4865472,39.604708,37.6223936,34.6874528,31.2908684,27.080262,23.1620048,20.0529428,16.8377836,13.8377888,9.9101728,9.9101728,9.9101728,9.9101728,9.9101728,9.9101728
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753,0.00977,0.01602,0.02583,0.04676,0.08843,0.15639,0.27071,0.45715,0.92534,1.84809,4.06046,8.60788,15.28083,22.01973,28.02961,33.09118,37.65343,41.50762,44.61856,47.67851,50.56254,52.28533,53.68246,53.39585,51.84592,50.16549,48.39763,49.75154,51.19243,48.70219,52.42632,72.46508,84.95961,88.97608,99.87494,99.87494,99.87494,99.87494,99.87494,99.87494
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0.0063,0.01033,0.01665,0.03014,0.057,0.10082,0.17452,0.29471,0.59654,1.1914,2.61763,5.5492,9.85102,14.19535,18.06971,21.33273,24.27385,26.75851,28.76402,30.29639,32.03606,33.14954,33.88667,35.71751,37.78578,37.76434,38.6956,41.48314,44.12063,44.77217,48.62535,49.83079,47.0789,51.48451,52.13539,52.13539,52.13539,52.13539,52.13539,52.13539
