X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
"<ChAged15ByCD4Cat MV>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009,0.00064,0.00692,0.0148,0.02335,0.04035,0.05509,0.07239,0.09199,0.11356,0.13923,0.17017,0.20204,0.22262,0.26185,0.30058,0.33982,0.37324,0.42704,0.47065,0.52364,0.58089,0.64716,0.69913,0.74064,0.78657,0.83357,0.73889,0.70196,0.75388,0.72125,0.66969,0.58402,0.53541,0.53541,0.53541,0.53541,0.53541,0.53541
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00082,0.00915,0.01959,0.03087,0.05338,0.07287,0.09573,0.12163,0.15008,0.18399,0.22491,0.26701,0.29402,0.34586,0.39703,0.44881,0.49276,0.56393,0.62145,0.69146,0.76711,0.85481,0.92356,0.97839,1.03934,1.10184,0.97619,0.92767,0.99587,0.95279,0.88758,0.77599,0.71284,0.71284,0.71284,0.71284,0.71284,0.71284
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67E-05,0.0006,0.006926667,0.014846667,0.023366667,0.040453333,0.055193333,0.072486667,0.092066667,0.113573333,0.1392,0.170173333,0.202033333,0.222293333,0.26154,0.300226667,0.33934,0.372413333,0.424373333,0.464613333,0.508946667,0.560153333,0.613273333,0.667646667,0.716826667,0.764186667,0.814306667,0.72478,0.69202,0.745886667,0.71558,0.670093333,0.58974,0.543326667,0.543326667,0.543326667,0.543326667,0.543326667,0.543326667
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0.0003,0.003463333,0.007423333,0.011683333,0.020226667,0.027596667,0.036243333,0.046033333,0.056786667,0.0696,0.085086667,0.101016667,0.111146667,0.13077,0.150113333,0.16967,0.186206667,0.212186667,0.232306667,0.254473333,0.280076667,0.306636667,0.333823333,0.358413333,0.382093333,0.407153333,0.36239,0.34601,0.372943333,0.35779,0.335046667,0.29487,0.271663333,0.271663333,0.271663333,0.271663333,0.271663333,0.271663333
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003892,0.0086205,0.013286,0.023814,0.0324345,0.042616,0.054166,0.066682,0.081655,0.1002365,0.119693,0.130088,0.1535625,0.176379,0.199416,0.2170525,0.2492595,0.2724785,0.2985885,0.327537,0.3564715,0.3836945,0.408233,0.4321205,0.460229,0.411306,0.3956715,0.431599,0.4177495,0.396298,0.358442,0.331464,0.331464,0.331464,0.331464,0.331464,0.331464
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023352,0.0051723,0.0079716,0.0142884,0.0194607,0.0255696,0.0324996,0.0400092,0.048993,0.0601419,0.0718158,0.0780528,0.0921375,0.1058274,0.1196496,0.1302315,0.1495557,0.1634871,0.1791531,0.1965222,0.2138829,0.2302167,0.2449398,0.2592723,0.2761374,0.2467836,0.2374029,0.2589594,0.2506497,0.2377788,0.2150652,0.1988784,0.1988784,0.1988784,0.1988784,0.1988784,0.1988784
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048928,0.0108372,0.0167024,0.0299376,0.0407748,0.0535744,0.0680944,0.0838288,0.102652,0.1260116,0.1504712,0.1635392,0.19305,0.2217336,0.2506944,0.272866,0.3133548,0.3425444,0.3753684,0.4117608,0.4481356,0.4823588,0.5132072,0.5432372,0.5785736,0.5170704,0.4974156,0.5425816,0.5251708,0.4982032,0.4506128,0.4166976,0.4166976,0.4166976,0.4166976,0.4166976,0.4166976
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0.00545,0.00958,0.01744,0.02596,0.03621,0.04828,0.06196,0.07793,0.0969,0.11781,0.13487,0.15778,0.18282,0.21032,0.23752,0.2741,0.3074,0.34453,0.38247,0.42386,0.47282,0.5345,0.61439,0.722,0.9026,1.16391,1.43209,1.79572,2.35976,3.04117,3.66612,3.66612,3.66612,3.66612,3.66612,3.66612
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0.00352,0.00618,0.01124,0.01673,0.02335,0.03113,0.03994,0.05024,0.06247,0.07595,0.08695,0.10172,0.11786,0.13559,0.15312,0.1759,0.19603,0.21633,0.23826,0.25945,0.30255,0.36429,0.44034,0.53397,0.75464,0.96463,1.0745,1.23743,1.34999,1.43904,1.5068,1.5068,1.5068,1.5068,1.5068,1.5068
",Males CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0.002773333,0.00488,0.008873333,0.013206667,0.01842,0.02456,0.03152,0.03964,0.049293333,0.059926667,0.068606667,0.08026,0.092993333,0.106986667,0.12058,0.140326667,0.15964,0.18574,0.210946667,0.244886667,0.28374,0.328693333,0.391846667,0.46022,0.607386667,0.71654,0.73672,0.7804,0.804026667,0.793686667,0.804506667,0.804506667,0.804506667,0.804506667,0.804506667,0.804506667
",Males CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.001386667,0.00244,0.004436667,0.006603333,0.00921,0.01228,0.01576,0.01982,0.024646667,0.029963333,0.034303333,0.04013,0.046496667,0.053493333,0.06029,0.070163333,0.07982,0.09287,0.105473333,0.122443333,0.14187,0.164346667,0.195923333,0.23011,0.303693333,0.35827,0.36836,0.3902,0.402013333,0.396843333,0.402253333,0.402253333,0.402253333,0.402253333,0.402253333,0.402253333
",Males CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005145,0.002954,0.006629,0.016541,0.026215,0.0446075,0.069251,0.097769,0.144508,0.199129,0.3260425,0.507717,0.496202,0.5390035,0.5689285,0.5882975,0.612703,0.612703,0.612703,0.612703,0.612703,0.612703
",Males CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003087,0.0017724,0.0039774,0.0099246,0.015729,0.0267645,0.0415506,0.0586614,0.0867048,0.1194774,0.1956255,0.3046302,0.2977212,0.3234021,0.3413571,0.3529785,0.3676218,0.3676218,0.3676218,0.3676218,0.3676218,0.3676218
",Males CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006468,0.0037136,0.0083336,0.0207944,0.032956,0.056078,0.0870584,0.1229096,0.1816672,0.2503336,0.409882,0.6382728,0.6237968,0.6776044,0.7152244,0.739574,0.7702552,0.7702552,0.7702552,0.7702552,0.7702552,0.7702552
",Females CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009,0.00059,0.00625,0.01337,0.02116,0.03663,0.05019,0.0662,0.08427,0.10419,0.12795,0.15666,0.18644,0.2065,0.24446,0.28287,0.32195,0.35488,0.40496,0.44429,0.49092,0.54163,0.60269,0.65248,0.69528,0.74355,0.79272,0.70521,0.67041,0.7189,0.68611,0.63555,0.55327,0.50694,0.50694,0.50694,0.50694,0.50694,0.50694
",Females CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00075,0.00827,0.01768,0.02798,0.04845,0.06638,0.08752,0.11139,0.13771,0.16907,0.20703,0.2464,0.27271,0.32292,0.37361,0.4252,0.46848,0.53472,0.58662,0.6482,0.71527,0.79604,0.8619,0.91845,0.98247,1.04787,0.9317,0.88595,0.94963,0.90631,0.84231,0.73514,0.67491,0.67491,0.67491,0.67491,0.67491,0.67491
",Females CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008,0.000546667,0.006266667,0.013393333,0.021173333,0.03672,0.050273333,0.066266667,0.08432,0.104206667,0.127906667,0.156633333,0.186426667,0.206166667,0.244186667,0.282506667,0.321473333,0.35406,0.402373333,0.438553333,0.47708,0.522266667,0.5711,0.623066667,0.6729,0.72238,0.774406667,0.691733333,0.660893333,0.71124,0.680666667,0.635906667,0.558666667,0.514426667,0.514426667,0.514426667,0.514426667,0.514426667,0.514426667
",Females CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004,0.000273333,0.003133333,0.006696667,0.010586667,0.01836,0.025136667,0.033133333,0.04216,0.052103333,0.063953333,0.078316667,0.093213333,0.103083333,0.122093333,0.141253333,0.160736667,0.17703,0.201186667,0.219276667,0.23854,0.261133333,0.28555,0.311533333,0.33645,0.36119,0.387203333,0.345866667,0.330446667,0.35562,0.340333333,0.317953333,0.279333333,0.257213333,0.257213333,0.257213333,0.257213333,0.257213333,0.257213333
",Females CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035105,0.007763,0.012005,0.0215635,0.0294665,0.0388605,0.0494725,0.0610155,0.07483,0.092036,0.1101905,0.1204175,0.143122,0.1656865,0.1885625,0.205905,0.235767,0.25662,0.279244,0.304801,0.331534,0.3577595,0.3829875,0.408275,0.437423,0.3922555,0.3774995,0.4110645,0.396872,0.375627,0.339185,0.313537,0.313537,0.313537,0.313537,0.313537,0.313537
",Females CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021063,0.0046578,0.007203,0.0129381,0.0176799,0.0233163,0.0296835,0.0366093,0.044898,0.0552216,0.0661143,0.0722505,0.0858732,0.0994119,0.1131375,0.123543,0.1414602,0.153972,0.1675464,0.1828806,0.1989204,0.2146557,0.2297925,0.244965,0.2624538,0.2353533,0.2264997,0.2466387,0.2381232,0.2253762,0.203511,0.1881222,0.1881222,0.1881222,0.1881222,0.1881222,0.1881222
",Females CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044132,0.0097592,0.015092,0.0271084,0.0370436,0.0488532,0.062194,0.0767052,0.094072,0.1157024,0.1385252,0.151382,0.1799248,0.2082916,0.23705,0.258852,0.2963928,0.322608,0.3510496,0.3831784,0.4167856,0.4497548,0.48147,0.51326,0.5499032,0.4931212,0.4745708,0.5167668,0.4989248,0.4722168,0.426404,0.3941608,0.3941608,0.3941608,0.3941608,0.3941608,0.3941608
",Females CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188,0.00491,0.00867,0.01579,0.02359,0.03302,0.0441,0.05669,0.07142,0.08898,0.10846,0.12484,0.14705,0.17173,0.19889,0.22533,0.25926,0.28951,0.32221,0.35592,0.39421,0.44089,0.50151,0.58061,0.68653,0.86159,1.11227,1.36704,1.71084,2.24395,2.88953,3.48247,3.48247,3.48247,3.48247,3.48247,3.48247
",Females CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0.00316,0.00559,0.01018,0.0152,0.02129,0.02843,0.03655,0.04604,0.05736,0.06992,0.08048,0.0948,0.11071,0.12822,0.14526,0.16638,0.18462,0.20231,0.22172,0.2413,0.28213,0.34189,0.41631,0.50799,0.72077,0.92247,1.0263,1.17957,1.28448,1.36762,1.43199,1.43199,1.43199,1.43199,1.43199,1.43199
",Females CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000953333,0.0025,0.004406667,0.008033333,0.011993333,0.0168,0.022433333,0.02884,0.036326667,0.04526,0.055166667,0.063506667,0.0748,0.08736,0.101166667,0.114386667,0.132733333,0.150366667,0.173766667,0.196386667,0.227866667,0.264733333,0.308626667,0.37062,0.43802,0.5803,0.685333333,0.70376,0.744,0.765233333,0.75462,0.765186667,0.765186667,0.765186667,0.765186667,0.765186667,0.765186667
",Females CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476667,0.00125,0.002203333,0.004016667,0.005996667,0.0084,0.011216667,0.01442,0.018163333,0.02263,0.027583333,0.031753333,0.0374,0.04368,0.050583333,0.057193333,0.066366667,0.075183333,0.086883333,0.098193333,0.113933333,0.132366667,0.154313333,0.18531,0.21901,0.29015,0.342666667,0.35188,0.372,0.382616667,0.37731,0.382593333,0.382593333,0.382593333,0.382593333,0.382593333,0.382593333
",Females CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497,0.002863,0.0064085,0.0158935,0.025081,0.042623,0.0663845,0.0942935,0.14035,0.194726,0.3186575,0.4975635,0.486192,0.5272785,0.55573,0.5740175,0.5980205,0.5980205,0.5980205,0.5980205,0.5980205,0.5980205
",Females CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002982,0.0017178,0.0038451,0.0095361,0.0150486,0.0255738,0.0398307,0.0565761,0.08421,0.1168356,0.1911945,0.2985381,0.2917152,0.3163671,0.333438,0.3444105,0.3588123,0.3588123,0.3588123,0.3588123,0.3588123,0.3588123
",Females CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006248,0.0035992,0.0080564,0.0199804,0.0315304,0.0535832,0.0834548,0.1185404,0.17644,0.2447984,0.400598,0.6255084,0.6112128,0.6628644,0.698632,0.721622,0.7517972,0.7517972,0.7517972,0.7517972,0.7517972,0.7517972
24,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.00311,0.044,0.04371,0.07139,0.11333,0.17523,0.26397,0.39447,0.65206,1.05233,1.6334,2.44392,3.51217,4.97031,6.82575,9.08502,11.88607,15.28012,19.39809,23.96001,29.16914,35.3025,41.65212,48.99271,56.31683,64.23347,72.28916,80.18023,88.56752,96.87238,104.60317,111.48592,110.32759,108.77169,108.85046,106.79873,105.25236,104.04746,104.04746,104.04746,104.04746,104.04746,104.04746
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0.00403,0.05853,0.0579,0.09458,0.1502,0.23222,0.34979,0.52247,0.86398,1.39465,2.16491,3.23918,4.65454,6.58691,9.04544,12.03805,15.74828,20.24369,25.69876,31.7385,38.63424,46.75683,55.15953,64.87988,74.57115,85.04946,95.70962,106.0344,116.7398,127.34373,137.03931,145.80651,144.53359,142.6748,142.84079,140.28365,138.6833,137.35868,137.35868,137.35868,137.35868,137.35868,137.35868
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.002993333,0.04458,0.04394,0.071773333,0.113973333,0.176213333,0.26538,0.396233333,0.65548,1.058286667,1.642873333,2.45804,3.53162,4.997626667,6.862446667,9.1316,11.94477333,15.35299333,19.48919333,24.06594,29.29062667,35.44694,41.28318,48.1248,54.7866,61.937,69.40408667,76.57826,84.64282,92.61408,98.77046667,102.5249267,101.432,103.0087133,104.4375867,103.6395867,102.9892133,102.3247933,102.3247933,102.3247933,102.3247933,102.3247933,102.3247933
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.001496667,0.02229,0.02197,0.035886667,0.056986667,0.088106667,0.13269,0.198116667,0.32774,0.529143333,0.821436667,1.22902,1.76581,2.498813333,3.431223333,4.5658,5.972386667,7.676496667,9.744596667,12.03297,14.64531333,17.72347,20.64159,24.0624,27.3933,30.9685,34.70204333,38.28913,42.32141,46.30704,49.38523333,51.26246333,50.716,51.50435667,52.21879333,51.81979333,51.49460667,51.16239667,51.16239667,51.16239667,51.16239667,51.16239667,51.16239667
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028462,0.026243,0.043064,0.0686,0.1063685,0.160069,0.235865,0.3920875,0.63651,0.9926035,1.491462,2.145787,3.0463055,4.195107,5.589241,7.3213315,9.375268,11.712232,14.166453,16.896565,20.307231,23.8340025,28.005866,31.9664065,36.2229175,40.3725945,44.6827605,49.1925455,53.3806105,56.4577125,58.441082,58.1626605,59.4969935,60.7376595,61.2300815,62.269956,62.6867675,62.6867675,62.6867675,62.6867675,62.6867675,62.6867675
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170772,0.0157458,0.0258384,0.04116,0.0638211,0.0960414,0.141519,0.2352525,0.381906,0.5955621,0.8948772,1.2874722,1.8277833,2.5170642,3.3535446,4.3927989,5.6251608,7.0273392,8.4998718,10.137939,12.1843386,14.3004015,16.8035196,19.1798439,21.7337505,24.2235567,26.8096563,29.5155273,32.0283663,33.8746275,35.0646492,34.8975963,35.6981961,36.4425957,36.7380489,37.3619736,37.6120605,37.6120605,37.6120605,37.6120605,37.6120605,37.6120605
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357808,0.0329912,0.0541376,0.08624,0.1337204,0.2012296,0.296516,0.49291,0.800184,1.2478444,1.8749808,2.6975608,3.8296412,5.2738488,7.0264744,9.2039596,11.7860512,14.7239488,17.8092552,21.241396,25.5290904,29.962746,35.2073744,40.1863396,45.537382,50.7541188,56.1726132,61.8420572,67.1070532,70.97541,73.4687888,73.1187732,74.7962204,76.3559148,76.9749596,78.2822304,78.806222,78.806222,78.806222,78.806222,78.806222,78.806222
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0.02358,0.03871,0.06225,0.09776,0.14933,0.22316,0.35822,0.57744,0.91012,1.39224,2.05199,2.96114,4.15531,5.65743,7.54053,9.85792,12.71092,16.02688,19.87236,24.39792,29.34849,34.98225,40.94585,47.35493,54.05918,61.463,70.90323,81.13743,91.96965,103.761,106.33855,142.7569,172.84894,219.71639,228.14637,274.77245,274.77245,274.77245,274.77245,274.77245,274.77245
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01135,0.0152,0.02495,0.04013,0.06302,0.09627,0.14386,0.23093,0.37226,0.58672,0.89753,1.32284,1.90894,2.67878,3.64715,4.86112,6.35505,8.19429,10.33197,12.81101,15.72848,18.68124,22.07088,25.59326,29.34567,33.36688,37.86955,44.1096,50.78325,57.31184,64.48102,69.01932,78.88688,85.5621,90.8217,96.39079,106.56642,106.56642,106.56642,106.56642,106.56642,106.56642
",Males CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008953333,0.011993333,0.019686667,0.031666667,0.049726667,0.07596,0.113513333,0.18222,0.293733333,0.462953333,0.7082,1.0438,1.50626,2.113713333,2.877806667,3.835693333,4.990213333,6.317113333,7.800493333,9.48408,11.54785333,14.36027333,17.63568,21.25743333,25.32068667,29.54076,34.08536,38.69729333,43.47972667,48.55597333,55.69281333,58.45640667,61.63715333,63.24165333,64.09774,65.23050667,69.38943333,69.38943333,69.38943333,69.38943333,69.38943333,69.38943333
",Males CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004476667,0.005996667,0.009843333,0.015833333,0.024863333,0.03798,0.056756667,0.09111,0.146866667,0.231476667,0.3541,0.5219,0.75313,1.056856667,1.438903333,1.917846667,2.495106667,3.158556667,3.900246667,4.74204,5.773926667,7.180136667,8.81784,10.62871667,12.66034333,14.77038,17.04268,19.34864667,21.73986333,24.27798667,27.84640667,29.22820333,30.81857667,31.62082667,32.04887,32.61525333,34.69471667,34.69471667,34.69471667,34.69471667,34.69471667,34.69471667
",Males CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052808,0.3955665,1.189916,2.231656,3.326953,4.6809,5.9191195,7.3443965,8.901515,11.178909,11.933068,12.76135,13.352556,14.0800415,17.0657725,21.983129,25.2243425,26.708801,27.9119575,28.902027,30.862594,30.862594,30.862594,30.862594,30.862594,30.862594
",Males CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316848,0.2373399,0.7139496,1.3389936,1.9961718,2.80854,3.5514717,4.4066379,5.340909,6.7073454,7.1598408,7.65681,8.0115336,8.4480249,10.2394635,13.1898774,15.1346055,16.0252806,16.7471745,17.3412162,18.5175564,18.5175564,18.5175564,18.5175564,18.5175564,18.5175564
",Males CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663872,0.4972836,1.4958944,2.8055104,4.1824552,5.88456,7.4411788,9.2329556,11.190476,14.0534856,15.0015712,16.04284,16.7860704,17.7006236,21.454114,27.6359336,31.710602,33.5767784,35.089318,36.3339768,38.7986896,38.7986896,38.7986896,38.7986896,38.7986896,38.7986896
",Females CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.00314,0.0436,0.0434,0.07082,0.1124,0.17379,0.26199,0.39198,0.64893,1.04931,1.63195,2.44504,3.51553,4.97413,6.82788,9.08292,11.87472,15.25087,19.33186,23.82921,28.94292,34.95197,41.16616,48.36013,55.54327,63.32272,71.24614,79.01413,87.27708,95.46564,103.11105,109.95437,108.86899,107.38439,107.50563,105.5129,104.00709,102.82879,102.82879,102.82879,102.82879,102.82879,102.82879
",Females CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0.00407,0.05799,0.05749,0.09384,0.14896,0.23034,0.34711,0.51913,0.85973,1.39051,2.16275,3.24029,4.65845,6.59117,9.04717,12.0338,15.73132,20.20253,25.608,31.56159,38.33042,46.28782,54.51081,64.03657,73.54081,83.83709,94.32176,104.48494,115.03115,125.4863,135.07587,143.79458,142.61409,140.84663,141.06782,138.58689,137.03504,135.74325,135.74325,135.74325,135.74325,135.74325,135.74325
",Females CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326667,0.003026667,0.044166667,0.043613333,0.071193333,0.113026667,0.174766667,0.263326667,0.393666667,0.652193333,1.055053333,1.6411,2.45868,3.534273333,5.000413333,6.863166667,9.127593333,11.9309,15.32050667,19.41878667,23.92992,29.05814,35.08896667,40.79510667,47.49652667,54.02674,61.05105333,68.39444667,75.45583333,83.40034,91.25935333,97.35123333,101.1061667,100.0810333,101.6846733,103.1371667,102.3820867,101.7614267,101.1182267,101.1182267,101.1182267,101.1182267,101.1182267,101.1182267
